name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Baltika vs Orenburg,2025-08-03 12:45:00,Baltika won after full-time.,Russia Premier League,Baltika,Orenburg,3.0,2.0,5.0,11.0,2.0,2.0,4.0,2.0,11.0,8.0,79.0,103.0,39.0,47.0,39.0,61.0,3.0,0.0,7.0,3.0,4.0,5.0,4.0,1.0,7.0,9.0,10.0,7.0,23.0,8.0,3.0,2.0,5.0,4.0,1.46,4.59,7.48,1.76,2.12,,,1.84,2.05,1.88,2.0,,,,,,,,,,,,0.68,0.22,0.13,0.47,0.57,,,0.54,0.49,0.53,0.5,,,,,,,,,,,,2025-2026
Zenit vs CSKA Moskva,2025-08-03 15:00:00,Game ended in draw.,Russia Premier League,Zenit,CSKA Moskva,1.0,1.0,7.0,8.0,6.0,4.0,10.0,2.0,17.0,10.0,80.0,66.0,49.0,18.0,62.0,38.0,2.0,0.0,15.0,5.0,2.0,5.0,0.0,2.0,2.0,11.0,15.0,5.0,8.0,21.0,2.0,4.0,0.0,3.0,1.69,3.57,6.06,1.72,2.18,,,2.05,1.84,2.0,1.89,,,,,,,,,,,,0.59,0.28,0.17,0.46,0.58,,,0.49,0.54,0.5,0.53,,,,,,,,,,,,2025-2026
Dynamo Makhachkala vs Akhmat Grozny,2025-08-03 17:30:00,Makhachkala won after full-time.,Russia Premier League,Dynamo Makhachkala,Akhmat Grozny,1.0,0.0,12.0,13.0,1.0,3.0,1.0,4.0,4.0,14.0,86.0,125.0,33.0,49.0,34.0,66.0,,,3.0,8.0,1.0,6.0,2.0,3.0,6.0,6.0,4.0,8.0,17.0,12.0,6.0,1.0,4.0,3.0,3.86,3.0,2.26,1.73,2.17,1.91,1.97,2.08,1.79,,,,,,,,,,,,,,0.26,0.33,0.44,0.46,0.58,0.52,0.51,0.48,0.56,,,,,,,,,,,,,,2025-2026
Rubin Kazan vs Sochi,2025-08-04 17:00:00,Rubin Kazan won after full-time.,Russia Premier League,Rubin Kazan,Sochi,2.0,1.0,8.0,16.0,3.0,6.0,3.0,2.0,9.0,7.0,82.0,85.0,39.0,48.0,39.0,61.0,2.0,0.0,7.0,5.0,2.0,3.0,3.0,2.0,8.0,7.0,8.0,4.0,14.0,12.0,3.0,3.0,2.0,4.0,1.77,3.81,4.79,2.01,1.85,,,,,1.92,1.96,,,,,,,,,,,,0.56,0.26,0.21,0.54,0.5,,,,,0.52,0.51,,,,,,,,,,,,2025-2026
Dynamo Makhachkala vs Akron,2025-08-08 17:00:00,Game ended in draw.,Russia Premier League,Dynamo Makhachkala,Akron,1.0,1.0,9.0,6.0,4.0,6.0,6.0,11.0,10.0,17.0,76.0,108.0,30.0,55.0,41.0,59.0,,,8.0,12.0,2.0,5.0,2.0,3.0,14.0,7.0,6.0,10.0,18.0,20.0,,,5.0,2.0,2.41,3.36,3.12,1.99,1.86,1.82,2.06,1.86,2.02,,,,,,,,,,,,,,0.41,0.3,0.32,0.54,0.5,0.55,0.49,0.54,0.5,,,,,,,,,,,,,,2025-2026
Krylya Sovetov vs Baltika,2025-08-09 10:30:00,Game ended in draw.,Russia Premier League,Krylya Sovetov,Baltika,1.0,1.0,2.0,3.0,4.0,7.0,2.0,9.0,7.0,17.0,81.0,102.0,29.0,58.0,46.0,54.0,,,5.0,10.0,2.0,7.0,2.0,3.0,10.0,6.0,5.0,15.0,10.0,17.0,4.0,1.0,5.0,2.0,3.36,3.09,2.43,1.69,2.23,2.08,1.81,2.11,1.8,,,,,,,,,,,,,,0.3,0.32,0.41,0.45,0.59,0.48,0.55,0.47,0.56,,,,,,,,,,,,,,2025-2026
CSKA Moskva vs Rubin Kazan,2025-08-09 12:45:00,CSKA Moskva won after full-time.,Russia Premier League,CSKA Moskva,Rubin Kazan,5.0,1.0,8.0,4.0,2.0,6.0,5.0,9.0,14.0,16.0,98.0,89.0,41.0,40.0,56.0,44.0,,,8.0,14.0,6.0,3.0,1.0,0.0,12.0,9.0,13.0,14.0,8.0,18.0,3.0,3.0,1.0,1.0,1.97,3.53,4.09,1.92,1.92,,,1.94,1.94,2.03,1.86,,,,,,,,,,,,0.51,0.28,0.24,0.52,0.52,,,0.52,0.52,0.49,0.54,,,,,,,,,,,,2025-2026
Lokomotiv Moskva vs Spartak Moskva,2025-08-09 15:00:00,Lokomotiv Moskva won after full-time.,Russia Premier League,Lokomotiv Moskva,Spartak Moskva,4.0,2.0,1.0,11.0,0.0,6.0,4.0,3.0,12.0,8.0,66.0,103.0,25.0,64.0,31.0,69.0,0.0,2.0,6.0,5.0,6.0,4.0,0.0,1.0,6.0,5.0,11.0,7.0,17.0,18.0,0.0,3.0,3.0,0.0,3.72,3.56,2.07,2.28,1.67,,,,,1.89,1.99,,,,,,,,,,,,0.27,0.28,0.48,0.6,0.44,,,,,0.53,0.5,,,,,,,,,,,,2025-2026
Akhmat Grozny vs Zenit,2025-08-09 17:30:00,Akhmat Grozny won after full-time.,Russia Premier League,Akhmat Grozny,Zenit,1.0,0.0,13.0,8.0,4.0,8.0,5.0,4.0,9.0,12.0,62.0,114.0,27.0,61.0,26.0,74.0,,,6.0,6.0,3.0,6.0,3.0,1.0,5.0,9.0,6.0,5.0,13.0,11.0,3.0,2.0,4.0,1.0,5.49,3.91,1.67,1.88,1.98,,,,,1.98,1.9,,,,,,,,,,,,0.18,0.26,0.6,0.51,0.53,,,,,0.51,0.53,,,,,,,,,,,,2025-2026
Orenburg vs Krasnodar,2025-08-10 12:30:00,Krasnodar won after full-time.,Russia Premier League,Orenburg,Krasnodar,0.0,1.0,13.0,7.0,5.0,7.0,5.0,8.0,12.0,15.0,83.0,92.0,31.0,42.0,40.0,60.0,,,8.0,9.0,5.0,6.0,1.0,3.0,10.0,7.0,6.0,8.0,20.0,18.0,1.0,1.0,4.0,1.0,8.12,5.01,1.4,1.93,1.92,,,,,,,,,,,,,,,,,,0.12,0.2,0.71,0.52,0.52,,,,,,,,,,,,,,,,,,2025-2026
